1	1	0.051267	0.002628305	0.002628305	0.000134745	6.90799E-06	0.000134745	6.90799E-06	3.54152E-07	1.81563E-08	6.90799E-06	3.54152E-07	1.81563E-08	9.30819E-10	4.77203E-11	3.54152E-07	1.81563E-08	9.30819E-10	4.77203E-11	2.44648E-12	1.25424E-13	1.81563E-08	9.30819E-10	4.77203E-11	2.44648E-12	1.25424E-13	6.43009E-15	3.29651E-16
1	1	-0.092742	0.008601079	0.008601079	-0.000797681	7.39786E-05	-0.000797681	7.39786E-05	-6.86092E-06	6.36295E-07	7.39786E-05	-6.86092E-06	6.36295E-07	-5.90113E-08	5.47283E-09	-6.86092E-06	6.36295E-07	-5.90113E-08	5.47283E-09	-5.07561E-10	4.70722E-11	6.36295E-07	-5.90113E-08	5.47283E-09	-5.07561E-10	4.70722E-11	-4.36557E-12	4.04872E-13
1	1	-0.21371	0.045671964	0.045671964	-0.009760555	0.002085928	-0.009760555	0.002085928	-0.000445784	9.52684E-05	0.002085928	-0.000445784	9.52684E-05	-2.03598E-05	4.3511E-06	-0.000445784	9.52684E-05	-2.03598E-05	4.3511E-06	-9.29873E-07	1.98723E-07	9.52684E-05	-2.03598E-05	4.3511E-06	-9.29873E-07	1.98723E-07	-4.24691E-08	9.07608E-09
1	1	-0.375	0.140625	0.140625	-0.052734375	0.019775391	-0.052734375	0.019775391	-0.007415771	0.002780914	0.019775391	-0.007415771	0.002780914	-0.001042843	0.000391066	-0.007415771	0.002780914	-0.001042843	0.000391066	-0.00014665	5.49937E-05	0.002780914	-0.001042843	0.000391066	-0.00014665	5.49937E-05	-2.06226E-05	7.73348E-06
1	1	-0.51325	0.263425563	0.263425563	-0.13520317	0.069393027	-0.13520317	0.069393027	-0.035615971	0.018279897	0.069393027	-0.035615971	0.018279897	-0.009382157	0.004815392	-0.035615971	0.018279897	-0.009382157	0.004815392	-0.0024715	0.001268497	0.018279897	-0.009382157	0.004815392	-0.0024715	0.001268497	-0.000651056	0.000334155
1	1	-0.52477	0.275383553	0.275383553	-0.144513027	0.075836101	-0.144513027	0.075836101	-0.039796511	0.020884015	0.075836101	-0.039796511	0.020884015	-0.010959305	0.005751114	-0.039796511	0.020884015	-0.010959305	0.005751114	-0.003018012	0.001583762	0.020884015	-0.010959305	0.005751114	-0.003018012	0.001583762	-0.000831111	0.000436142
1	1	-0.39804	0.158435842	0.158435842	-0.063063802	0.025101916	-0.063063802	0.025101916	-0.009991567	0.003977043	0.025101916	-0.009991567	0.003977043	-0.001583022	0.000630106	-0.009991567	0.003977043	-0.001583022	0.000630106	-0.000250807	9.98314E-05	0.003977043	-0.001583022	0.000630106	-0.000250807	9.98314E-05	-3.97369E-05	1.58169E-05
1	1	-0.30588	0.093562574	0.093562574	-0.02861892	0.008753955	-0.02861892	0.008753955	-0.00267766	0.000819043	0.008753955	-0.00267766	0.000819043	-0.000250529	7.66317E-05	-0.00267766	0.000819043	-0.000250529	7.66317E-05	-2.34401E-05	7.16986E-06	0.000819043	-0.000250529	7.66317E-05	-2.34401E-05	7.16986E-06	-2.19312E-06	6.70831E-07
1	1	0.016705	0.000279057	0.000279057	4.66165E-06	7.78728E-08	4.66165E-06	7.78728E-08	1.30087E-09	2.1731E-11	7.78728E-08	1.30087E-09	2.1731E-11	3.63016E-13	6.06418E-15	1.30087E-09	2.1731E-11	3.63016E-13	6.06418E-15	1.01302E-16	1.69225E-18	2.1731E-11	3.63016E-13	6.06418E-15	1.01302E-16	1.69225E-18	2.82691E-20	4.72235E-22
1	1	0.13191	0.017400248	0.017400248	0.002295267	0.000302769	0.002295267	0.000302769	3.99382E-05	5.26825E-06	0.000302769	3.99382E-05	5.26825E-06	6.94935E-07	9.16688E-08	3.99382E-05	5.26825E-06	6.94935E-07	9.16688E-08	1.2092E-08	1.59506E-09	5.26825E-06	6.94935E-07	9.16688E-08	1.2092E-08	1.59506E-09	2.10404E-10	2.77545E-11
